sample_id,contract_id,stratum,physical_loc,original_label,direct_label,direct_reason,direct_evidence_lines,direct_evidence_text,direct_status,fixed_rule_candidates,fixed_rule_label,fixed_rule_reason,fixed_rule_evidence_lines,fixed_rule_evidence_text,fixed_rule_status,llm_keywords,llm_keyword_candidates,llm_keyword_label,llm_keyword_reason,llm_keyword_evidence_lines,llm_keyword_evidence_text,llm_keyword_status,direct_reported_evidence_text,direct_verified_evidence_status,fixed_rule_reported_evidence_text,fixed_rule_verified_evidence_status,llm_keyword_reported_evidence_text,llm_keyword_verified_evidence_status
re-case-41,3813,100-300,122,1,1,"在 doDistributionRange 函数中，循环内先读取状态变量 tokensTransferredSoFar（外部可被修改），随后调用 tokenContract.transfer(contributor, numTokens) 进行外部交互。若 transfer 触发重入攻击，攻击者可在当前交易尚未更新全局 state (tokensTransferred == actualTotalTokens -> State.Done) 前再次进入合约，导致状态不一致或重复转账。",[106],"[""""]",success,"[4, 62, 120]",0,代码中未检测到外部调用前状态更新的 Reentrancy 漏洞模式。handleTokensReceived 仅读取余额，无外部交互；tokenFallback 先校验发送者再处理逻辑，且 tokenContract.balanceOf(this) 为纯函数调用不触发重入风险；temporaryEscapeHatch 中的 call.value(value)(data) 虽涉及外部调用但发生在 require 保护后且未修改内部状态变量。,[],[],success,"[""tokenContract"", ""balanceOf"", ""transfer""]","[4, 5, 30, 33, 38, 42, 52, 62, 66, 71, 78, 93, 102, 103, 104, 107, 108, 115]",0,代码中状态更新（如 state = State.Done）发生在外部调用 tokenContract.transfer() 之后，且 transfer 为纯函数或受保护操作，不存在先执行外部交互再修改关键状态的 Reentrancy 漏洞模式。,[104],"[""      require(tokenContract.transfer(contributor, numTokens));""]",success,"[""      require(tokenContract.transfer(contributor, numTokens));""]",verified,[],empty,"[""      require(tokenContract.transfer(contributor, numTokens));""]",verified
re-case-42,621,<100,20,0,1,函数 getOwnerships 在外部调用 target（NFT 合约）之前未更新任何状态变量，且该函数虽标记为 view 但内部调用了可被重入的 external call。若目标合约存在 reentrancy 漏洞，攻击者可在 gas 耗尽前多次进入并读取不一致的状态。,"[10, 23]","[""            let o := add(m, 0x40)""]",success,[14],0,代码段为纯汇编逻辑，仅执行内存操作和静态调用（staticcall）以获取目标函数返回值。未包含任何外部可到达的交互入口点、状态变量读写或递归调用机制，不存在重入漏洞条件。,[],[],success,"[""target"", ""staticcall""]","[5, 14]",0,该函数为 view 类型，仅读取状态且通过 assembly 调用外部合约的 ownerOf 方法。由于是纯视图函数，不存在可修改状态的交互顺序问题，也不存在重入攻击所需的 state change before call 场景。,[],[],success,"[""function getOwnerships(address target, uint256 begin, uint256 end) public view returns (address[] memory) {"", ""                mstore(o, mul(mload(0x20), staticcall(gas(), target, 0x1c, 0x24, 0x20, 0x20)))""]",invalid_line,[],empty,[],empty
re-case-43,17000,>300,351,0,0,代码中所有状态更新（如 weiContributions、totalWeiRaised）均在外部调用前完成，且无外部可重入交互点。,[],[],success,"[31, 241, 251, 298, 310, 324]",0,代码片段仅包含纯函数 div、构造函数及状态变更函数，未涉及外部调用或余额更新前的交互顺序问题。addBalance 虽修改映射但无 external call，不存在重入风险。,[],[],success,"[""addBalance"", ""weiContributions"", ""_address""]","[299, 306, 310, 311, 318, 319, 321, 324]",0,该函数仅由管理员调用，无外部交互入口；状态更新在内部完成且无反向回调风险。,[],[],success,[],empty,[],empty,[],empty
re-case-44,10140,<100,78,1,1,Collect 函数中先执行 msg.sender.call.value(_am)() 进行外部调用，随后才更新状态变量 acc.balance-=_am。攻击者可在 call 返回后重新进入 Collect 并读取未更新的 balance，导致重复扣减或逻辑不一致。,"[20, 21]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {""]",success,"[10, 20, 22, 24, 40]",0,调用外部账户（msg.sender.call.value）后，状态更新（acc.balance-= _am）在回调函数内执行。由于被调用的地址是 msg.sender（外部），其无法重新进入本合约的 Collect 函数；且即使存在重入风险，此处是在发送资金给外部后才扣减余额，符合安全模式，不存在不一致状态问题。,"[20, 21, 22, 24]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""Acc"", ""balance"", ""_am"", ""msg.sender.call.value(_am)"", ""Collect""]","[9, 10, 11, 15, 19, 20, 22, 24, 25, 40, 43]",1,在 Collect 函数中，先执行 msg.sender.call.value(_am)() 进行外部调用且未更新状态，随后才执行 acc.balance-=_am 扣减余额。攻击者可在 call 后重新进入并再次读取到未被更新的 balance，导致重复提款漏洞。,"[20, 21, 22, 24]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""if(msg.sender.call.value(_am)()){"", ""acc.balance-=_am;""]",verified,"[""if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", {""label"": 0}, ""if(msg.sender.call.value(_am)())"", {""]"": """"}]",verified,"[""if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""{"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",verified
re-case-45,11184,<100,78,1,1,Collect 函数中先执行 msg.sender.call.value(_am)() 进行外部调用，随后才更新状态变量 acc.balance-=_am。攻击者可在 call 时重新进入 Collect 并再次读取未更新的 balance，导致重复扣款和资金损失。,"[20, 21]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {""]",success,"[10, 20, 22, 24, 40]",1,在 Collect 函数中，先执行 msg.sender.call.value(_am)() 进行外部调用且未更新状态，随后才执行 acc.balance-=_am 扣减余额。若被调方再次进入本合约（如通过 fallback），将读取到尚未更新的 balance 并重复提款，导致重入漏洞。,"[20, 21, 22, 24]","[""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""        {"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""Acc"", ""balance"", ""_am"", ""msg.sender.call.value(_am)"", ""now""]","[9, 10, 11, 15, 19, 20, 22, 24, 25, 40, 43, 73]",1,在 Collect 函数中，先执行外部调用 msg.sender.call.value(_am)()（第 22 行），之后才更新状态变量 acc.balance-= _am（第 24 行）。由于 Acc[msg.sender] 是映射结构体且未使用 reentrancyGuard 等保护机制，攻击者可在 call 回调中再次进入 Collect，读取到尚未减去的 balance 并重复提款。,"[19, 20, 22, 24]","[""        var acc = Acc[msg.sender];"", ""        if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",success,"[""if(msg.sender.call.value(_am)())"", ""acc.balance-=_am;""]",verified,"[""if( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""{"", ""            if(msg.sender.call.value(_am)())"", ""                acc.balance-=_am;""]",verified,"[""\t\tvar acc = Acc[msg.sender];"", ""\tif( acc.balance>=MinSum && acc.balance>=_am && now>acc.unlockTime)"", ""\t\tif(msg.sender.call.value(_am)())"", ""\t\t\tacc.balance-=_am;""]",verified
re-case-46,11833,<100,14,0,0,该合约仅包含外部可读的 getter 函数和内部状态更新，不存在可被重入的外部交互逻辑。,[],[],success,[],0,,[],[],no_candidate,[],[],0,,[],[],no_candidate,[],empty,[],empty,[],empty
re-case-47,13088,>300,831,1,1,在 unstake 函数中，先读取状态变量 calculateReward（涉及 stake.startTime），然后调用 token.transfer、ETH call 或 USDT.safeTransfer。这些外部交互发生在将 iStakes.amount = 0 写入之前，攻击者可在转账回调时重新进入并修改不一致的状态。,"[186, 192]","["" *"", "" *""]",success,"[13, 15, 23, 25, 44, 45, 48, 50, 55, 56, 60, 61, 62, 70, 72, 73, 77, 82, 83, 85, 86, 87, 89, 90, 94, 95, 97, 98, 99, 103, 104, 106, 107, 108, 112, 113, 114, 116, 124, 134, 135, 137, 146, 158, 184, 244, 495, 507, 510, 523, 529, 546, 570, 573, 589, 590, 593, 598, 601, 605, 606, 614, 615, 628, 629, 633, 635, 636, 637, 642, 644, 645, 647, 648, 649, 650, 652, 659, 661, 662, 664, 666, 667, 668, 669, 671, 716, 780, 781, 782, 786, 787, 788, 791, 792, 793, 794, 823]",0,代码中所有外部调用（如 withdrawToken、withdrawUSDT、unstake）均发生在状态更新之前，且没有可被重入的函数。此外，关键操作前已应用 noReentrant 修饰符或处于 view 上下文，不存在 RE 漏洞。,[],[],success,"[""stakeHMZ"", ""stakeETH"", ""stakeUSDT"", ""withdrawToken"", ""withdrawUSDT"", ""withdrawBalance"", ""unstake"", ""token.transferFrom"", ""USDT.safeTransferFrom"", ""stakes[msg.sender]""]","[601, 724, 726, 727, 728, 731, 733, 734, 743, 745, 746, 747, 779, 785, 791, 815, 818]",1,函数 unstake(行 815-827) 在调用外部可重入的 transfer/call 之前，仅读取了状态变量 reward 和 iStakes 引用。虽然随后有写入操作 (iStakes.amount = 0)，但攻击者可在 token.transfer 或 payable.call 执行时重新进入合约并再次修改同一 storage slot(如 amount) 或在调用链中消耗余额，导致不一致状态。保护条件 noReentrant 仅作用于函数入口，无法防御内部外部调用的重入风险。,"[815, 820, 823]","[""    function unstake(uint256 index) external noReentrant{ "", ""            token.transfer(msg.sender, reward);"", ""            (bool success, ) = payable(msg.sender).call{value: reward}(\""\"");""]",success,"[""function unstake(uint256 index) external noReentrant{ "", ""        uint256 reward = calculateReward(msg.sender, index); ""]",verified,[],empty,"[""    function unstake(uint256 index) external noReentrant{ "", ""            token.transfer(msg.sender, reward);"", ""            (bool success, ) = payable(msg.sender).call{value: reward}(""]",verified
re-case-48,4340,100-300,170,0,1,在 transferFrom 函数中，状态更新顺序为：先增加接收方余额 (balances[_to].add)，再减少发送方余额 (balances[_from].sub)。由于这两个操作之间没有外部调用保护（如 reentrancyGuard），攻击者可在 balances[_to] 更新后、balances[_from] 更新前通过 external call 重新进入，导致重复增加同一地址的代币。,"[103, 104]","[""}"", """"]",success,"[11, 43, 65, 73, 81, 82, 88, 89, 92, 93, 122, 123, 137, 168]",0,代码中未检测到外部调用（external call）在状态更新前发生的模式。transferFrom 函数虽存在重入风险，但此处无实际的外部交互；且 SafeMath 库中的 sub/add 操作为纯内部计算或受限于上下文无法触发重入，故不构成 RE。,[],[],success,"[""balances"", ""msg.sender"", ""_value"", ""add"", ""sub"", ""transferFrom""]","[17, 22, 30, 38, 46, 53, 55, 56, 65, 66, 67, 73, 76, 77, 78, 80, 81, 82, 83, 88, 89, 90, 92, 93, 99, 100, 101, 102, 107, 111, 112, 113, 114, 116, 117, 119, 120, 122, 123, 124, 125, 130, 131, 132, 134, 136, 140, 142, 143, 149, 150, 153, 168]",0,代码中不存在外部可重入的交互。所有状态更新（如 balances[_to].add）均在事件发射或函数返回之前完成，且没有调用其他合约的外部函数导致重新进入的可能。,[],[],success,"[""    balances[_to] = balances[_to].add(_value);"", ""    balances[_from] = balances[_from].sub(_value);""]",verified,[],empty,[],empty
re-case-49,19494,>300,891,1,1,"在 transferFrom 函数中，状态更新（_balances[sender] = ...sub...）发生在调用 distributor.process() 之前。process 内部会递归调用 distributeDividend，该函数执行 ETHautoLP.transfer(shareholder, amount)。由于外部交互（transfer）先于相关状态变量（totalDistributed, shareholderClaims 等）的更新发生，攻击者可在 transfer 后重新进入 contract，读取不一致的状态或再次触发转移。",[186],"[""    function swapExactETHForTokensSupportingFeeOnTransferTokens(""]",success,"[55, 73, 95, 102, 137, 181, 188, 196, 290, 303, 415, 499, 510, 578, 581, 585, 589, 600, 601, 647, 661, 672, 696, 705, 714, 715, 774, 844, 845, 876, 881]",0,代码中不存在外部调用发生在状态更新之前的情况。所有涉及余额修改（如 _balances）的操作均先于或独立于外部函数调用发生，且没有观察到典型的重入攻击模式（即未在读完关键状态变量后直接进行外部调用）。,"[296, 301]","[""        router.swapExactETHForTokensSupportingFeeOnTransferTokens{value: msg.value}("", ""        );""]",success,"[""balanceOf"", ""transferFrom"", ""_balances"", ""distributor.process""]","[73, 77, 290, 303, 415, 499, 510, 524, 527, 532, 551, 578, 581, 585, 589, 592, 600, 601, 647, 661, 672, 774, 876, 881]",0,代码中未检测到重入漏洞模式。关键函数如_transferFrom (行 578-594) 在调用外部合约 distributor.process(行 592) 之前，已经完成了发送方余额的扣除 (_balances[sender].sub)，且该操作是原子性的（除非 revert）。虽然 recipient 余额更新和事件发射紧随其后，但核心状态变更发生在外部调用前。此外，代码未展示在接收 ETH 或执行其他可重入逻辑后修改关键共享状态的典型模式。,[],[],success,"[""        try distributor.process(distributorGas) {} catch {};""]",verified,"[""router.swapExactETHForTokensSupportingFeeOnTransferTokens{value: msg.value}(\n            0,\n            path,\n            address(this),\n            block.timestamp\n        );"", ""\n""]",verified,[],empty
re-case-50,19310,>300,2927,1,0,"The code implements a standard ERC721A token with an external registry filter. The critical state updates (minting/burning) occur in internal functions like _safeMint and _burn which are called from public entry points that do not involve receiving ETH or calling other contracts before the update. While 'split' transfers funds, it is a simple payable call without reentrancy guards needed for standard ERC20/721 logic as no state change occurs in the callee (wSplit) relative to this contract's balance tracking during the transfer itself which happens after validation.",[],[],success,"[19, 35, 49, 59, 154, 171, 193, 505, 759, 770, 794, 829, 830, 859, 861, 866, 867, 871, 879, 883, 884, 888, 893, 898, 902, 907, 908, 912, 917, 921, 926, 932, 933, 934, 938, 939, 943, 944, 948, 949, 953, 958, 959, 963, 964, 968, 969, 973, 974, 978, 983, 984, 988, 989, 993, 1001, 1003, 1012, 1017, 1065, 1098, 1117, 1118, 1126, 1138, 1139, 1152, 1153, 1154, 1161, 1179, 1187, 1188, 1192, 1302, 1329, 1331, 1333, 1387, 1425, 1450, 1458, 1468, 1519, 1569, 1604, 1641, 1642, 1644, 1646, 1647, 1676, 1690, 1695, 1696, 1723, 1724, 1726, 1744, 1745, 1747, 1765, 1767, 1768, 1772, 1773, 1857, 1881, 1883, 1885, 1889, 1922, 1923, 2005, 2007, 2008, 2009, 2120, 2139, 2209, 2247, 2250, 2302, 2310, 2311, 2314, 2315, 2322, 2366, 2374, 2375, 2379, 2389, 2431, 2432, 2454, 2455, 2460, 2476, 2478, 2483, 2505, 2512, 2547, 2565, 2569, 2570, 2581, 2783, 2809, 2877, 2925]",0,代码中不存在外部调用前的状态更新漏洞。所有涉及余额转移的函数（如 mintPublic、receive）均在操作前进行了严格的条件检查，且没有发现先读取/修改关键状态变量再执行外部调用的模式。,[],[],success,"[""_balances"", ""ownerOf"", ""_burn"", ""_mint"", ""_safeMint"", ""_transfer"", ""call{value: amount}"", ""isContract""]","[816, 827, 834, 861, 1001, 1003, 1107, 1302, 1333, 1337, 1339, 1340, 1382, 1427, 1478, 1485, 1494, 1495, 1498, 1509, 1523, 1524, 1528, 1531, 1536, 1546, 1555, 1569, 1590, 1591, 1596, 1604, 1624, 1629, 1635, 1641, 1644, 1646, 1647, 1663, 1704, 1765, 1769, 1773, 1826, 1830, 1831, 1938, 1976, 1979, 2073, 2075, 2116, 2160, 2183, 2184, 2194, 2200, 2201, 2214, 2219, 2232, 2259, 2289, 2322, 2340, 2342, 2343, 2356, 2389, 2405, 2407, 2543, 2576, 2585, 2592, 2776, 2782, 2783, 2784, 2786, 2790, 2791, 2801, 2808, 2809, 2810, 2813, 2817, 2818, 2839, 2872, 2875, 2910, 2911]",0,代码中不存在外部可进入的交互（如 call/send）在状态更新之前发生的模式。sendValue 函数虽有风险但无实际调用；mintPublic/mintWaitlist 等函数先检查 paused 和余额，再执行_safeMint（内部转账），且没有向其他合约发送以太或调用的操作，因此不满足重入漏洞定义。,[],[],success,[],empty,[],empty,[],empty
